restaurant_name,address,phone_number,website,hygiene_rating,about,cuisines,features,special_diets,tripadvisor_url,tripadvisor_price_range,tripadvisor_food_rating,tripadvisor_overall_rating,tripadvisor_value_rating,google_price_level,google_rating,google_total_ratings,yelp_price,yelp_rating,yelp_review_count
May Fair Kitchen,"Stratton St, London W1J 8LT, UK",020 7915 3892,https://www.thekitchensrestaurants.co.uk/may-fair-kitchen?utm_source=Yext&utm_medium=Organic,"","Set in LondonÃÂ¢ÃÂÃÂs most exclusive neighbourhood, May Fair Kitchen offers a menu of contemporary Italian and Spanish small plates, entrÃÂÃÂ©es and specialities, in addition to signature dish","European, Southern-Italian, Catalan","Reservations, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Card","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d6612075-Reviews-May_Fair_Kitchen-London_England.html,?30 - ?84,4.5,4.5,4.5,no price level,4.6,669,"","",""
Mangia Bene,"18 Chapel Market, London N1 9EZ, UK",020 7278 2825,https://www.mangiabene.co.uk/,4,"","Pizza, Mediterranean, Neapolitan, Campania, Southern-Italian","","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d7621391-Reviews-Mangia_Bene-London_England.html,?12 - ?18,4.5,4.5,4.5,2,4.6,499,"","",""
Bloomsbury Street Kitchen,"9-13 Bloomsbury St, London WC1B 3QD, UK",020 7666 2044,https://www.thekitchensrestaurants.co.uk/bloomsbury-street-kitchen?utm_source=Yext&utm_medium=Organic,"","","Japanese, Mediterranean, European, Central-Italian","","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d17763477-Reviews-Bloomsbury_Street_Kitchen-London_England.html,?22 - ?60,4.5,4.5,4.5,no price level,4.6,96,"","",""
Bella Vita,"53-57 Broadway Market, London E8 4PH, UK",020 7249 4772,http://www.bellavitabroadway.com/,5,"Our Italian Restaurant in Broadway Market, Hackney offers a menu with a combination of classic Italian dishes and contemporary twists. From great ÃÂ¢ÃÂÃÂantipastiÃÂ¢ÃÂÃÂ to the home made ÃÂ","Italian, Pizza, Mediterranean, European, Tuscan, Romana, Lazio, Sicilian, Sardinian, Central-Italian, Southern-Italian","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d3681920-Reviews-Bella_Vita-London_England.html,?6 - ?18,4.0,4.5,3.5,2,4.1,841,"","",""
Anglo,"30 St Cross St, London EC1N 8UH, UK",020 7430 1503,http://www.anglorestaurant.com/,4,"","European, British","","Vegetarian Friendly, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d10190924-Reviews-Anglo-London_England.html,?23 - ?64,5.0,4.5,4.5,3,4.7,310,"","",""
Midpoint Restaurant,"3, Anchor Iron Wharf, Ballast Quay, London SE10 9GL, UK",020 8293 0377,https://www.midpointrestaurant.co.uk/,5,"","Mediterranean, Turkish, Middle Eastern, Grill","","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d13559578-Reviews-Midpoint_Restaurant-London_England.html,?13 - ?36,4.5,4.5,4.5,2,4.5,891,"","",""
Blacklock City,"13 Philpot Ln, London EC3M 8AA, UK",020 7998 7676,https://theblacklock.com/restaurants/city/,"","Chops and steaks with seasonal sides, wine on tap and cocktails for a fiver. Our second restaurant, this time in the basement of an old electricity substation on the site of London's first ever meat m","Steakhouse, British, Grill","Reservations, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",Gluten Free Options,https://www.tripadvisor.com/Restaurant_Review-g186338-d12308526-Reviews-Blacklock_City-London_England.html,?18 - ?36,4.5,4.5,4.5,2,4.7,1187,"","",""
Tom Simmons - Tower Bridge,"2 Still Walk, London SE1 2RF, UK",020 3848 2100,http://www.tom-simmons.co.uk/,"","","European, British, Welsh","","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d12556244-Reviews-Tom_Simmons_Tower_Bridge-London_England.html,?19 - ?72,5.0,4.5,4.5,3,4.7,192,"","",""
Dalloway Terrace,"16-22 Great Russell St, London WC1B 3NN, UK",020 7347 1221,https://dallowayterrace.com/?utm_source=google&utm_medium=local&utm_campaign=restaurant-dallowayterrace,"","Dalloway Terrace is one of London's most popular outdoor, all day dining restaurants. Named after the eponymous character created by Virginia Woolf, an author whose name will forever be associated wit","European, British, Central European","Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d10027950-Reviews-Dalloway_Terrace-London_England.html,?10 - ?30,4.5,4.5,4.0,3,4.2,808,"","",""
Dhaba@49,"49 Chippenham Rd, London W9 2AH, UK",020 3489 2424,https://dhaba49.com/,"","","Indian, Asian, Street Food","","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d12926680-Reviews-Dhaba_49-London_England.html,?24 - ?36,4.5,4.5,4.5,2,4.6,655,"","",""
Volare,"167 Bowes Rd, London N11 2JA, UK",020 3105 2662,http://www.volarelondon.com/,5,"","Spanish, Italian, Pizza, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch",https://www.tripadvisor.com/Restaurant_Review-g186338-d9747239-Reviews-Volare-London_England.html,"",5.0,5.0,5.0,1,4.8,450,"","",""
Khan's of Kensington,"3 Harrington Rd, South Kensington, London SW7 3ES, UK",020 7584 4114,http://www.khansofkensington.co.uk/,5,"","Indian, Asian, Healthy","","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d1016670-Reviews-Khan_s_of_Kensington-London_England.html,?11 - ?45,4.0,4.5,3.5,2,4.3,1110,"","",""
Chez Bruce,"2 Bellevue Rd, London SW17 7EG, UK",020 8672 0114,http://www.chezbruce.co.uk/,5,"","French, European, British","","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d718485-Reviews-Chez_Bruce-London_England.html,?48 - ?68,4.5,4.5,4.5,3,4.8,845,"","",""
Luna Nuova,"773 Fulham Rd., London SW6 5HA, UK",020 7371 9774,http://lunanuova.co.uk/,"","","Italian, Mediterranean, European","","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d2241866-Reviews-Luna_Nuova-London_England.html,?12 - ?42,4.5,4.5,4.5,2,4.5,119,"","",""
Double J's Cafe,"333 Euston Rd, London NW1 3AD, UK",020 7388 1212,http://www.doublejscafe.com/,"","","Cafe, British","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch",https://www.tripadvisor.com/Restaurant_Review-g186338-d3479969-Reviews-Double_J_s_Cafe-London_England.html,"",4.5,5.0,4.5,1,4.7,327,"","",""
La Trompette,"3-7 Devonshire Rd, Chiswick, London W4 2EU, UK",020 8747 1836,http://www.latrompette.co.uk/,5,La Trompette opened in 2001 and serves some of the best food in London but without the formality or prices associated with the capitalÃÂ¢ÃÂÃÂs top end establishments.We closed at the beginning of,"French, European","Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Reservations, Private Dining, Accepts Credit Cards, Table Se","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d719657-Reviews-La_Trompette-London_England.html,?29 - ?59,4.5,4.5,4.5,4,4.6,652,"","",""
New London Cafe,"216 St Pauls Rd, London N1 2LL, UK",020 7354 7321,http://newlondon-cafe.com/,4,"","Cafe, European, British, International","","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d6609446-Reviews-New_London_Cafe-London_England.html,?4 - ?10,4.5,4.5,4.5,1,4.6,364,"","",""
Scully St James's,"4 St Jamess Market, St. Jamess, London SW1Y 4AH, UK",020 3911 6840,http://www.scullyrestaurant.com/,5,"",International,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner",https://www.tripadvisor.com/Restaurant_Review-g186338-d13698096-Reviews-Scully_St_James_s-London_England.html,"",5.0,4.5,4.5,no price level,4.7,581,"","",""
Boro Bistro,"6-10 Borough High St, London SE1 9QQ, UK",020 7378 0788,http://borobistro.co.uk/,5,"","French, Bar, European, Wine Bar","Vegetarian Friendly, Vegan Options, Gluten Free Options","Drinks, Lunch, Dinner",https://www.tripadvisor.com/Restaurant_Review-g186338-d6956842-Reviews-Boro_Bistro-London_England.html,"",4.5,4.5,4.0,2,4.4,1245,"","",""
Hungry Turtle,"1, Walham Green Court, Fulham Rd., London SW6 2DH, UK",020 7835 6978,https://www.hungryturtle.co.uk/,4,"","Italian, Pizza, European","","Vegetarian Friendly, Vegan Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d12958913-Reviews-Hungry_Turtle-London_England.html,?9 - ?15,4.5,5.0,5.0,1,4.7,328,"","",""
Humble Grape,"2 Battersea Rise, London SW11 1ED, UK",020 3620 2202,https://www.humblegrape.co.uk/wine-bar/battersea,5,"Our wine bar offers an experience from afternoon to night, beginning with a seasonal lunch set menu rolling into an evening offer of a mix of mains, small plates and sharing platters, which are source","Mediterranean, European, Contemporary, Wine Bar","Gift Cards Available, Reservations, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service","Vegetarian Friendly, Gluten Free Options, Vegan Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d10183312-Reviews-Humble_Grape-London_England.html,?7 - ?30,4.5,4.5,4.5,2,4.5,183,"","",""
Arro Coffee - Bayswater,"77 Bishops Bridge Rd, London W2 6BG, UK",020 7221 4600,http://www.arrocoffee.com/,"","","Italian, Cafe","","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d11884748-Reviews-Arro_Coffee_Bayswater-London_England.html,?3 - ?15,4.5,4.5,4.5,2,4.6,805,"","",""
Zala grill,"39 Camden Lock Pl, London NW1 8AL, UK",no phone number,http://www.zalagrill.com/,"","Zala Grill, a Middle Eastern restaurant specializing in Levantine pitas, Hummus Plates with grilled meats and Shakshuka (Slow cooked tomato sauce with runny poached eggs) at The West Yard Camden Lock","Mediterranean, Middle Eastern, Israeli","Delivery, Takeout, Seating, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Table Service, Outdoor Seating","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d12375817-Reviews-Zala_grill-London_England.html,?7 - ?19,4.5,4.5,4.5,no price level,4,188,"","",""
Ciullosteria,"31 Balham High Rd, London SW12 9AL, UK",020 8675 3072,http://www.ciullosteria.com/,4,"","Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Gluten Free Options, Vegan Options","Lunch, Dinner, Late Night",https://www.tripadvisor.com/Restaurant_Review-g186338-d718523-Reviews-Ciullosteria-London_England.html,"",4.5,4.5,4.5,no price level,4.7,321,"","",""
Ishtar,"10-12 Crawford St, London W1U 6AZ, UK",020 7224 2446,https://ishtarrestaurant.com/,4,"","Mediterranean, European, Turkish, Middle Eastern","","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d733567-Reviews-Ishtar-London_England.html,?25 - ?35,4.5,4.5,4.5,2,4.3,972,"","",""
Senzala Creperie,"41-42 Coldharbour Ln, London SW9 8PS, UK",020 7274 2211,http://www.senzalacreperie.co.uk/,"","",Brazilian,"","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d2697963-Reviews-Senzala_Creperie-London_England.html,?5 - ?13,4.5,4.5,4.5,no price level,4.6,580,"","",""
The Oystermen Seafood Bar & Kitchen,"32 Henrietta St, London WC2E 8NA, UK",020 7240 4417,http://www.oystermen.co.uk/,"","","Seafood, British, Healthy","",Gluten Free Options,https://www.tripadvisor.com/Restaurant_Review-g186338-d12518072-Reviews-The_Oystermen_Seafood_Bar_Kitchen-London_England.html,?18 - ?36,5.0,4.5,4.5,2,4.6,880,"","",""
Cibo,"3 Russell Gardens, London W14 8EZ, UK",020 7371 2085,http://www.ciborestaurant.net/,5,"",Italian,"Vegetarian Friendly, Gluten Free Options","Lunch, Dinner",https://www.tripadvisor.com/Restaurant_Review-g186338-d718512-Reviews-Cibo-London_England.html,"",5.0,4.5,4.5,2,4.6,122,"","",""
Pizza Sophia,"50 Tavistock Pl, London WC1H 9RG, UK",020 7833 8556,https://pizzasophia.com/,5,"","Italian, Neapolitan, Campania, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner",https://www.tripadvisor.com/Restaurant_Review-g186338-d4925053-Reviews-Pizza_Sophia-London_England.html,"",4.5,4.5,4.5,1,4.6,951,"","",""
Niche Gluten-free Dining,"197-199 Rosebery Ave, London EC1R 4TJ, UK",020 7837 5048,http://www.nichefoodanddrink.com/,"","Niche is an independent restaurant serving seasonally-inspired crowd pleasers with a modern twist. Based in Angel, Islington, our 'niche' is a 100% gluten-free menu where everything is prepared and co","Healthy, Contemporary","Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Gift Cards Available, Reservations, Accepts Credit Cards, Table Service, Wi","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d4562632-Reviews-Niche_Gluten_free_Dining-London_England.html,?24 - ?36,4.5,4.5,4.0,2,4.5,696,"","",""
Kings Stores,"14 Widegate St, London E1 7HP, UK",020 7247 4089,https://www.kingsstores.co.uk/,5,"","Bar, British, Pub, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch, Drinks",https://www.tripadvisor.com/Restaurant_Review-g186338-d3720830-Reviews-Kings_Stores-London_England.html,"",4.5,4.5,4.5,2,4.3,1066,"","",""
Falafel Feast,"377 Regents Park Rd, London N3 1DE, UK",020 8346 3361,http://falafelfeast.co.uk/,3,"","Cafe, Mediterranean, Middle Eastern, Israeli, Fast Food","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Brunch, Dinner",https://www.tripadvisor.com/Restaurant_Review-g186338-d12700680-Reviews-Falafel_Feast-London_England.html,"",5.0,5.0,4.5,2,4.8,136,"","",""
The Wilmington,"69 Rosebery Ave, London EC1R 4RL, UK",020 7837 1384,https://www.wilmingtonclerkenwell.com/,5,"","Bar, British, Pub, Gastropub","","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d1044781-Reviews-The_Wilmington-London_England.html,?10 - ?26,4.5,4.5,4.5,2,4.4,755,"","",""
Lanes of London,"140 Park Ln, London W1K 7AA, UK",020 7647 5664,https://www.lanesoflondon.co.uk/,3,"Set against the unrivalled backdrops of Marble Arch and Hyde Park, Lanes of London serves British inspired menu using the finest seasonal and local produce in a welcoming and relaxed environment. It i",British,"Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Reservations, Table Service","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d1006016-Reviews-Lanes_of_London-London_England.html,?22 - ?30,4.5,4.5,4.0,2,4.4,153,"","",""
Maurizio Barca,"102 North End Rd, London W14 9EX, UK",020 7460 6231,http://www.mauriziobarca.co.uk/,5,The Maurizio Barca Restaurant is an Italian pasta and pizza restaurant. We want to share with customers our passion for the authenticity and the unique tastes of Italy.,"Italian, Pizza, Mediterranean, European, Neapolitan, Campania, Southern-Italian","Delivery, Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Digital Payments, Table Service, Free Wifi","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d12789362-Reviews-Maurizio_Barca-London_England.html,?12 - ?36,4.5,4.5,4.5,2,4.6,397,"","",""
Le Petit Citron,"98-100 Shepherds Bush Rd, London W6 7PD, UK",020 3019 1175,http://lepetitcitron.co.uk/,5,"","French, European","","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d15673122-Reviews-Le_Petit_Citron-London_England.html,?5 - ?16,4.5,4.5,4.5,2,4.7,286,"","",""
Mosob Restaurant,"339 Harrow Rd, Maida Hill, London W9 3RB, UK",020 7266 2012,no website,"","","African, Ethiopian","","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d733341-Reviews-Mosob_Restaurant-London_England.html,?22 - ?36,4.5,4.5,4.5,2,4.6,366,"","",""
The White Onion,"67 High St, London SW19 5EE, UK",020 8947 8278,http://www.thewhiteonion.co.uk/,5,"","French, European","","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d2359208-Reviews-The_White_Onion-London_England.html,?28 - ?90,4.5,4.5,4.5,3,4.6,296,"","",""
Constancia,"52 Tanner St, London SE1 3PH, UK",020 7234 0676,http://www.constancia.co.uk/,5,"Constancia is an independent, family-run Argentine grill and steak house, located in the heart of Bermondsey's former tannery and leather district. Established in 2009, we quickly gained a reputation",Gluten Free Options,"Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service, Gift Card","Lunch, Dinner",https://www.tripadvisor.com/Restaurant_Review-g186338-d2216518-Reviews-Constancia-London_England.html,"",4.5,4.5,4.0,2,4.6,562,"","",""
Pizza Pilgrims,"11 Dean St, London W1D 3RP, UK",020 7287 8964,http://pizzapilgrims.co.uk/,5,"We're a little Neapolitan pizzeria in Soho with alfresco dining. Informal, friendly and fun with a range of pizzas and friggitoria items available.","Italian, Neapolitan, Campania, Southern-Italian","Delivery, Takeout, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service","Vegetarian Friendly, Vegan Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d7291976-Reviews-Pizza_Pilgrims-London_England.html,?5 - ?15,4.0,4.5,4.0,1,4.5,2349,"","",""
Casa Tua Camden,"176 Royal College St, London NW1 0SP, UK",020 8127 0460,http://www.casatualondon.com/,"","","Wine Bar, Italian, Cafe, Mediterranean","","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d6440616-Reviews-Casa_Tua_Camden-London_England.html,?12 - ?30,4.5,4.5,4.5,2,4.6,450,"","",""
Seven Park Place By William Drabble,"7-8 Park Pl, St. Jamess, London SW1A 1LS, UK",020 7316 1621,http://www.stjameshotelandclub.com/restaurants-bar/seven-park-place,"",There is no better way to celebrate the restaurantÃÂ¢ÃÂÃÂs tenth anniversary than with a remarkable relaunch of a brand new design for our Michelin starred establishment. This beautiful new resta,"European, British","Reservations, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Tabl","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d1554178-Reviews-Seven_Park_Place_By_William_Drabble-London_England.html,?38 - ?105,5.0,4.5,4.5,4,4.6,171,"","",""
The Swan,"2A Stockwell Rd, London SW9 9BF, UK",020 7978 9778,http://www.theswanstockwell.co.uk/,5,"","Brew Pub, Bar, British, Dining bars","","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d4041021-Reviews-The_Swan-London_England.html,?5 - ?16,4.0,4.5,4.0,1,3.1,249,"","",""
Fish Central,"149-155 Central St, King Square, London EC1V 8AP, UK",020 7253 4970,no website,4,"","Seafood, British","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner, Late Night",https://www.tripadvisor.com/Restaurant_Review-g186338-d1016482-Reviews-Fish_Central-London_England.html,"",4.5,4.5,4.5,2,4.6,671,"","",""
The Rosebery,"66 Knightsbridge, London SW1X 7LA, UK",020 7201 3828,https://www.mandarinoriental.com/london/hyde-park/fine-dining/tea-rooms/the-rosebery?htl=MOLON&kw=MOLON_rosebery&eng=google&src=local,"","","European, British","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Drinks",https://www.tripadvisor.com/Restaurant_Review-g186338-d6637432-Reviews-The_Rosebery-London_England.html,"",4.5,4.5,4.0,no price level,4.4,87,"","",""
Chettinad Restaurant,"16 Percy St, London W1T 1DT, UK",020 3556 1229,http://www.chettinadrestaurant.com/,"","",Indian,"","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d737343-Reviews-Chettinad_Restaurant-London_England.html,?5 - ?25,4.5,4.5,4.5,2,4.3,1617,"","",""
The Little Taperia,"143 Tooting High St, London SW17 0RU, UK",020 8682 3303,http://www.thelittletaperia.co.uk/,"","The Little Taperia is an award-winning, friendly, neighbourhood Spanish tapas bar and restaurant. We have just won Time Out's Love Local Awards Best Restaurant in Tooting for the second year in a row!","Mediterranean, European, Spanish","Wheelchair Accessible, Accepts Visa, Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts Mastercard, Free Wifi, Accepts Credit Cards, Table Service","Vegetarian Friendly, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d8320074-Reviews-The_Little_Taperia-London_England.html,?16 - ?24,4.5,4.5,4.5,2,4.6,631,"","",""
Pure Indian Cooking,"67 Fulham High St, London SW6 3JJ, UK",020 7736 2521,http://www.pureindiancooking.com/,5,"PURE Indian cooking prides itself in being a family run restaurant and one with impeccable credentials. Owned by the husband and wife team of Faheem Vanoo and Shilpa Dandekar, both of whom started the","Asian, Indian","Takeout, Reservations, Seating, Street Parking, Free off-street parking, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Delivery","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d7189021-Reviews-Pure_Indian_Cooking-London_England.html,?42 - ?66,5.0,4.5,4.5,2,4.6,246,"","",""
Flora Indica,"242 Old Brompton Rd, London SW5 0DE, UK",020 7370 4450,http://flora-indica.com/,4,"","Indian, Asian","","Vegetarian Friendly, Vegan Options, Gluten Free Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d10455238-Reviews-Flora_Indica-London_England.html,?30 - ?48,4.5,4.5,4.0,2,4.4,318,"","",""
Popolo Shoreditch,"26 Rivington St, London EC2A 3DU, UK",020 7729 4299,http://popoloshoreditch.com/,"","","Italian, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",Dinner,https://www.tripadvisor.com/Restaurant_Review-g186338-d11689131-Reviews-Popolo_Shoreditch-London_England.html,"",4.5,4.5,4.0,2,4.4,480,"","",""
Light of India,"67-69 Gloucester Rd, South Kensington, London SW7 4PG, UK",020 7584 7654,http://lightofindia.co.uk/,"","Situated in the heart of Kensington, The Light of India restaurant is a classy and elegant Indian restaurant established in 1984. Dishes are derived from the Moghul cuisine of North West India where f","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service","Breakfast, Lunch, Dinner, Late Night",https://www.tripadvisor.com/Restaurant_Review-g186338-d2036992-Reviews-Light_of_India-London_England.html,"",4.5,4.5,4.0,3,3.9,323,"","",""
The Bull Steak Expert,"54 Red Lion St, London WC1R 4PD, UK",020 7242 0708,no website,4,"","Steakhouse, Argentinean","",Gluten Free Options,https://www.tripadvisor.com/Restaurant_Review-g186338-d2704738-Reviews-The_Bull_Steak_Expert-London_England.html,?18 - ?60,4.5,4.5,4.0,3,4.5,315,"","",""
Beck's cafe,"28 Red Lion St, London WC1R 4PS, UK",020 7405 8565,no website,4,"","Cafe, British","","Vegetarian Friendly, Vegan Options",https://www.tripadvisor.com/Restaurant_Review-g186338-d816904-Reviews-Beck_s_cafe-London_England.html,?3 - ?15,4.5,4.5,4.5,1,4.5,372,"","",""
